start,end,type,distance,car
2016-10-08T20:23:25.032497+00:00,2016-10-08T20:45:24.735852+00:00,ending,6,660
2016-10-08T20:28:26.400354+00:00,2016-10-08T20:47:43.119373+00:00,ending,4,V1152
2016-10-08T20:29:48.041910+00:00,2016-10-08T21:08:38.427086+00:00,starting,10,BV01599
2016-10-09T00:02:46.802061+00:00,2016-10-09T00:25:22.968079+00:00,starting,8,660
2016-10-09T00:17:38.700788+00:00,2016-10-09T00:34:38.616865+00:00,starting,5,459
2016-10-09T00:37:45.099632+00:00,2016-10-09T00:48:26.606661+00:00,ending,3,1336
2016-10-09T02:22:46.335118+00:00,2016-10-09T02:35:53.037694+00:00,ending,5,1080
2016-10-09T05:00:04.918307+00:00,2016-10-09T05:18:33.378177+00:00,starting,5,1080
2016-10-09T05:35:49.171480+00:00,2016-10-09T06:07:59.165429+00:00,ending,3,1391
2016-10-09T07:30:18.478432+00:00,2016-10-09T07:49:29.520856+00:00,starting,6,1391
2016-10-09T07:52:23.905965+00:00,2016-10-09T08:21:59.487403+00:00,ending,8,1414
2016-10-09T08:47:57.291178+00:00,2016-10-09T09:03:35.340018+00:00,starting,3,1414
2016-10-09T09:06:37.370019+00:00,2016-10-09T09:38:35.660912+00:00,starting,11,1336
2016-10-09T09:11:30.589214+00:00,2016-10-09T09:59:41.955645+00:00,ending,12,BC02337
2016-10-09T09:11:30.589214+00:00,2016-10-09T09:59:41.955645+00:00,starting,12,BC02337
2016-10-09T09:17:46.638309+00:00,2016-10-09T09:32:56.808473+00:00,starting,4,V1152
2016-10-09T09:32:10.144684+00:00,2016-10-09T10:08:13.528228+00:00,starting,8,BV05456
2016-10-09T09:32:54.105984+00:00,2016-10-09T10:21:44.928637+00:00,starting,8,UV02668
2016-10-09T09:35:00.830192+00:00,2016-10-09T09:50:44.735697+00:00,ending,4,BC02231
2016-10-09T09:55:02.369335+00:00,2016-10-09T10:20:45.604459+00:00,ending,6,V0321
2016-10-09T10:00:20.039846+00:00,2016-10-09T11:01:34.570608+00:00,starting,10,BC02337
2016-10-09T10:00:37.413552+00:00,2016-10-09T10:17:49.264601+00:00,ending,4,BV01433
2016-10-09T10:05:38.192215+00:00,2016-10-09T10:19:16.510844+00:00,starting,4,BC02231
2016-10-09T10:15:54.321249+00:00,2016-10-09T10:38:56.096935+00:00,ending,6,1420
2016-10-09T10:27:46.848880+00:00,2016-10-09T11:14:56.466759+00:00,starting,9,V0321
2016-10-09T10:43:20.608086+00:00,2016-10-09T11:08:23.426116+00:00,starting,5,BV01433
2016-10-09T10:46:20.168071+00:00,2016-10-09T11:17:43.699531+00:00,ending,13,935
2016-10-09T10:55:55.875760+00:00,2016-10-09T11:26:51.474453+00:00,starting,13,1420
2016-10-09T11:34:48.811193+00:00,2016-10-09T12:44:04.009581+00:00,ending,36,BV05564
2016-10-09T11:40:05.004858+00:00,2016-10-09T12:44:57.212367+00:00,ending,13,BV05299
2016-10-09T11:47:41.708927+00:00,2016-10-09T12:00:56.195147+00:00,starting,5,935
2016-10-09T11:47:53.106513+00:00,2016-10-09T12:11:25.824837+00:00,ending,6,BV05295
2016-10-09T12:03:54.252713+00:00,2016-10-09T12:31:11.618987+00:00,ending,5,449
2016-10-09T12:15:36.450230+00:00,2016-10-09T12:24:45.608063+00:00,ending,3,891
2016-10-09T12:19:02.872235+00:00,2016-10-09T14:40:06.448785+00:00,starting,16,BV05295
2016-10-09T12:40:24.327712+00:00,2016-10-09T12:52:05.774026+00:00,starting,3,891
2016-10-09T12:56:05.674642+00:00,2016-10-09T13:15:34.637344+00:00,starting,4,449
2016-10-09T13:01:58.320126+00:00,2016-10-09T14:20:15.216122+00:00,starting,18,BV05564
2016-10-09T13:10:37.983126+00:00,2016-10-09T13:39:42.456322+00:00,ending,5,BV02650
2016-10-09T13:35:40.858289+00:00,2016-10-09T14:02:40.829524+00:00,starting,5,BV05299
2016-10-09T13:46:33.631437+00:00,2016-10-09T14:09:11.062517+00:00,starting,5,BV02650
2016-10-09T13:57:32.986428+00:00,2016-10-09T14:19:04.881000+00:00,ending,5,BV05284
2016-10-09T14:05:10.727989+00:00,2016-10-09T14:33:36.451749+00:00,ending,5,142
2016-10-09T14:27:46.111266+00:00,2016-10-09T14:57:57.495482+00:00,starting,6,BV05284
2016-10-09T14:49:13.914325+00:00,2016-10-09T15:29:28.395943+00:00,starting,8,142
2016-10-09T14:55:58.952770+00:00,2016-10-09T15:17:52.809183+00:00,ending,5,583
2016-10-09T15:03:25.624269+00:00,2016-10-09T16:00:33.475350+00:00,ending,10,629
2016-10-09T15:27:59.661037+00:00,2016-10-09T16:06:27.997818+00:00,starting,8,583
2016-10-09T15:33:53.182022+00:00,2016-10-09T16:08:46.158974+00:00,ending,9,BV02729
2016-10-09T15:34:55.159157+00:00,2016-10-09T15:59:30.223768+00:00,ending,3,1065
2016-10-09T15:36:56.692925+00:00,2016-10-09T16:19:05.895273+00:00,ending,13,BV05761
2016-10-09T16:03:33.308491+00:00,2016-10-09T16:27:52.938695+00:00,ending,9,V0894
2016-10-09T16:26:34.345447+00:00,2016-10-09T16:50:29.326817+00:00,ending,6,619
2016-10-09T16:45:49.800701+00:00,2016-10-09T17:30:00.818755+00:00,starting,3,629
2016-10-09T16:51:07.904393+00:00,2016-10-09T17:27:10.619571+00:00,ending,11,BV01779
2016-10-09T17:12:17.151530+00:00,2016-10-09T17:46:00+00:00,ending,8,BV02773
2016-10-09T17:38:14.987969+00:00,2016-10-09T18:22:12.169014+00:00,starting,10,V0894
2016-10-09T17:46:32.538713+00:00,2016-10-09T18:28:13.268235+00:00,ending,10,1002
2016-10-09T17:50:36.375898+00:00,2016-10-09T18:13:21.370081+00:00,starting,8,BV05761
2016-10-09T18:30:08.964590+00:00,2016-10-09T18:41:14.733208+00:00,ending,3,1065
2016-10-09T18:30:08.964590+00:00,2016-10-09T18:41:14.733208+00:00,starting,3,1065
2016-10-09T19:22:47.210044+00:00,2016-10-09T19:56:42.060055+00:00,starting,9,BV02773
2016-10-09T19:23:01.176256+00:00,2016-10-09T19:49:11.771438+00:00,ending,12,BV05551
2016-10-09T20:06:43.107402+00:00,2016-10-09T20:32:51.405422+00:00,ending,7,619
2016-10-09T20:06:43.107402+00:00,2016-10-09T20:32:51.405422+00:00,starting,7,619
2016-10-09T20:15:08.660189+00:00,2016-10-09T21:03:53.896247+00:00,ending,11,BC02165
2016-10-09T20:29:34.568559+00:00,2016-10-09T20:52:04.158223+00:00,starting,7,BV02729
2016-10-09T21:04:43.766624+00:00,2016-10-09T21:27:56.065445+00:00,starting,8,1002
2016-10-09T21:05:32.186119+00:00,2016-10-09T21:23:59.545761+00:00,starting,6,619
2016-10-09T21:37:11.674987+00:00,2016-10-09T21:53:00.262643+00:00,starting,4,1065
2016-10-09T21:46:21.759315+00:00,2016-10-09T22:01:52.662768+00:00,ending,6,BV01439
2016-10-10T03:22:25.566178+00:00,2016-10-10T03:32:46.000767+00:00,starting,3,BV01439
2016-10-10T04:47:27.863645+00:00,2016-10-10T05:20:17.962258+00:00,ending,0,BC02159
2016-10-10T05:01:05.403104+00:00,2016-10-10T05:25:00+00:00,starting,5,BC02165
2016-10-10T05:20:56.334081+00:00,2016-10-10T05:44:35.875528+00:00,starting,7,BV01779
2016-10-10T05:41:05.731516+00:00,2016-10-10T06:15:34.654984+00:00,ending,8,BV05551
2016-10-10T05:41:05.731516+00:00,2016-10-10T06:15:34.654984+00:00,starting,8,BV05551
2016-10-10T05:43:09.514294+00:00,2016-10-10T06:09:57.390352+00:00,starting,7,BC02159
2016-10-10T06:19:20.921943+00:00,2016-10-10T08:05:43.260439+00:00,starting,25,BV05551
2016-10-10T06:48:36.734697+00:00,2016-10-10T07:27:43.468758+00:00,ending,13,UV01053
2016-10-10T07:06:52.567364+00:00,2016-10-10T07:15:17.705774+00:00,ending,2,V1008
2016-10-10T08:02:06.398992+00:00,2016-10-10T08:24:24.993110+00:00,ending,5,C1787
2016-10-10T08:07:48.075141+00:00,2016-10-10T08:42:18.202439+00:00,ending,3,V1008
2016-10-10T08:07:48.075141+00:00,2016-10-10T08:42:18.202439+00:00,starting,3,V1008
2016-10-10T09:39:42.808391+00:00,2016-10-10T09:56:24.537321+00:00,starting,4,V1008
2016-10-10T10:28:07.273428+00:00,2016-10-10T10:44:20.226628+00:00,starting,4,C1787
2016-10-10T11:24:47.472138+00:00,2016-10-10T11:56:11.366328+00:00,starting,9,UV01053
2016-10-10T11:25:04.467561+00:00,2016-10-10T11:51:16.409289+00:00,ending,8,V0059
2016-10-10T12:14:20.055366+00:00,2016-10-10T12:56:25.241093+00:00,starting,19,V0059
2016-10-10T13:00:56.996285+00:00,2016-10-10T13:25:58.317853+00:00,ending,6,UV05712
2016-10-10T13:21:14.472885+00:00,2016-10-10T13:54:51.892084+00:00,ending,7,964
2016-10-10T14:24:08.739796+00:00,2016-10-10T15:03:54.356787+00:00,ending,15,BV05008
2016-10-10T14:48:15.064202+00:00,2016-10-10T16:13:52.678591+00:00,ending,18,609
2016-10-10T15:19:40.084961+00:00,2016-10-10T15:39:38.184318+00:00,starting,4,964
2016-10-10T15:30:22.540788+00:00,2016-10-10T15:55:52.896294+00:00,ending,3,1073
2016-10-10T16:00:26.549060+00:00,2016-10-10T16:32:43.747556+00:00,starting,6,BV05008
2016-10-10T16:38:18.948945+00:00,2016-10-10T17:31:23.239087+00:00,ending,10,UV05942
2016-10-10T16:56:57.484116+00:00,2016-10-10T17:43:44.114076+00:00,starting,10,609
2016-10-10T16:57:55.921612+00:00,2016-10-10T17:17:26.848419+00:00,starting,3,1073
2016-10-10T17:04:38.494044+00:00,2016-10-10T17:19:51.711450+00:00,ending,3,539
2016-10-10T17:21:22.745102+00:00,2016-10-10T17:46:44.766480+00:00,ending,5,V0969
2016-10-10T17:35:04.298452+00:00,2016-10-10T18:06:09.247876+00:00,ending,19,BV01485
2016-10-10T17:59:35.546892+00:00,2016-10-10T18:52:10.839851+00:00,ending,15,V0735
2016-10-10T18:24:49.844831+00:00,2016-10-10T18:58:14.635644+00:00,starting,18,539
2016-10-10T18:37:47.111307+00:00,2016-10-10T18:59:39.686610+00:00,ending,7,1198
2016-10-10T18:49:02.983712+00:00,2016-10-10T19:13:19.693218+00:00,starting,13,V0969
2016-10-10T19:00:50.148229+00:00,2016-10-10T19:25:48.608010+00:00,ending,9,BV01422
2016-10-10T19:16:52.308582+00:00,2016-10-10T19:39:05.522188+00:00,starting,6,V0735
2016-10-10T19:31:43.124128+00:00,2016-10-10T19:59:10.089051+00:00,ending,17,BV01404
2016-10-10T19:46:22.277868+00:00,2016-10-10T20:01:37.733494+00:00,starting,4,1198
2016-10-10T19:53:03.323950+00:00,2016-10-10T20:10:35.596781+00:00,starting,3,BV01485
2016-10-10T19:57:04.879621+00:00,2016-10-10T20:13:53.756951+00:00,ending,6,313
2016-10-10T19:58:22.039754+00:00,2016-10-10T20:09:32.506496+00:00,ending,2,BV05599
2016-10-10T21:26:35.007604+00:00,2016-10-10T21:57:35.711695+00:00,starting,17,BV05599
2016-10-10T21:36:56.984214+00:00,2016-10-10T21:52:02.132563+00:00,ending,9,590
2016-10-10T21:49:55.053093+00:00,2016-10-10T22:07:48.631275+00:00,starting,5,BV01404
2016-10-10T22:37:26.704078+00:00,2016-10-10T23:08:07.071037+00:00,starting,9,590
2016-10-10T23:24:00.234455+00:00,2016-10-10T23:38:08.084598+00:00,ending,5,BV05449
2016-10-11T04:33:00.083749+00:00,2016-10-11T04:59:11.535393+00:00,starting,15,BV05449
2016-10-11T05:26:23.500741+00:00,2016-10-11T05:55:29.091655+00:00,starting,8,BV01422
2016-10-11T05:28:35.898552+00:00,2016-10-11T05:58:45.336727+00:00,starting,7,313
2016-10-11T05:43:40.169716+00:00,2016-10-11T06:15:19.422247+00:00,starting,8,UV05942
2016-10-11T06:08:07.425084+00:00,2016-10-11T06:47:00.163244+00:00,starting,7,UV05712
2016-10-11T06:28:33.942321+00:00,2016-10-11T06:40:02.385704+00:00,ending,2,V0214
2016-10-11T06:48:27.098795+00:00,2016-10-11T06:56:56.820119+00:00,ending,2,BV01472
2016-10-11T06:55:20.272653+00:00,2016-10-11T07:44:08.080215+00:00,ending,17,BV02706
2016-10-11T07:07:29.128617+00:00,2016-10-11T07:23:26.919349+00:00,starting,3,V0214
2016-10-11T07:49:18.063643+00:00,2016-10-11T08:15:56.695664+00:00,ending,5,C1769
2016-10-11T07:51:16.027873+00:00,2016-10-11T08:11:32.768306+00:00,starting,4,BV02706
2016-10-11T08:19:38.269826+00:00,2016-10-11T08:53:33.209033+00:00,ending,10,713
2016-10-11T10:02:33.536551+00:00,2016-10-11T10:22:39.189830+00:00,starting,5,713
2016-10-11T11:35:26.441903+00:00,2016-10-11T11:56:43.103588+00:00,starting,8,BV01472
2016-10-11T12:40:08.393515+00:00,2016-10-11T13:10:25.896359+00:00,ending,7,V1146
2016-10-11T13:39:17.054522+00:00,2016-10-11T15:08:24.086789+00:00,starting,19,V1146
2016-10-11T13:44:57.761376+00:00,2016-10-11T13:58:42.767493+00:00,ending,4,1457
2016-10-11T13:45:33.169405+00:00,2016-10-11T14:11:20.960189+00:00,ending,3,969
2016-10-11T13:51:41.133274+00:00,2016-10-11T14:25:00+00:00,starting,8,C1769
2016-10-11T15:37:27.978424+00:00,2016-10-11T16:44:30.487654+00:00,ending,17,BV05162
2016-10-11T15:44:39.159244+00:00,2016-10-11T15:52:54.825145+00:00,ending,2,V1163
2016-10-11T15:55:19.522470+00:00,2016-10-11T16:30:49.500058+00:00,ending,6,BV01575
2016-10-11T16:04:29.094983+00:00,2016-10-11T16:44:13.587797+00:00,ending,7,V0332
2016-10-11T16:06:03.032778+00:00,2016-10-11T16:28:56.324494+00:00,starting,5,1457
2016-10-11T16:31:10.353858+00:00,2016-10-11T16:46:31.508377+00:00,starting,4,V1163
2016-10-11T16:40:21.444160+00:00,2016-10-11T16:49:08.103159+00:00,starting,2,969
2016-10-11T17:04:06.924265+00:00,2016-10-11T17:36:08.370776+00:00,ending,6,BV01471
2016-10-11T17:06:51.701950+00:00,2016-10-11T17:46:18.048732+00:00,ending,9,1325
2016-10-11T17:07:47.641747+00:00,2016-10-11T17:33:17.070419+00:00,starting,5,BV01575
2016-10-11T17:19:53.813273+00:00,2016-10-11T17:40:24.978307+00:00,starting,4,V0332
2016-10-11T17:42:01.234041+00:00,2016-10-11T18:02:47.965377+00:00,starting,4,BV05162
2016-10-11T17:52:38.771241+00:00,2016-10-11T18:06:12.905615+00:00,starting,4,1325
2016-10-11T18:00:54.885763+00:00,2016-10-11T18:14:21.007445+00:00,ending,3,1428
2016-10-11T18:14:58.243028+00:00,2016-10-11T18:45:17.301321+00:00,starting,18,BV01471
2016-10-11T18:43:17.642257+00:00,2016-10-11T19:01:04.669420+00:00,ending,8,BC02307
2016-10-11T18:58:12.321063+00:00,2016-10-11T19:33:21.546864+00:00,starting,9,1428
2016-10-11T19:08:32.176643+00:00,2016-10-11T19:25:53.325359+00:00,ending,9,BC02233
2016-10-11T19:13:20.657512+00:00,2016-10-11T19:40:07.849853+00:00,starting,6,BC02307
2016-10-11T19:33:42.513823+00:00,2016-10-11T19:39:35.912829+00:00,ending,1,1036
2016-10-11T19:34:52.613168+00:00,2016-10-11T19:50:33.063535+00:00,ending,10,BV05922
2016-10-11T19:45:38.321717+00:00,2016-10-11T20:03:40.820418+00:00,ending,5,C1835
2016-10-11T20:59:59.651063+00:00,2016-10-11T21:22:35.744504+00:00,ending,2,UV05712
2016-10-11T23:06:30.714551+00:00,2016-10-11T23:24:10.753726+00:00,starting,10,C1835
2016-10-12T03:32:38.239399+00:00,2016-10-12T04:07:30.876948+00:00,starting,19,BV05922
2016-10-12T04:18:58.861912+00:00,2016-10-12T04:34:55.740536+00:00,ending,10,845
2016-10-12T04:27:04.320643+00:00,2016-10-12T04:53:01.456385+00:00,starting,15,BC02233
2016-10-12T04:43:17.674832+00:00,2016-10-12T05:26:51.259610+00:00,ending,14,345
2016-10-12T04:54:23.872415+00:00,2016-10-12T05:03:26.860415+00:00,ending,2,BC02134
2016-10-12T05:59:32.722758+00:00,2016-10-12T06:31:24.298017+00:00,ending,4,V0332
2016-10-12T06:01:29.721262+00:00,2016-10-12T06:29:12.962985+00:00,starting,6,845
2016-10-12T06:26:41.005210+00:00,2016-10-12T06:57:59.669790+00:00,starting,9,345
2016-10-12T06:28:16.554550+00:00,2016-10-12T06:59:48.666225+00:00,starting,7,1036
2016-10-12T07:18:46.764138+00:00,2016-10-12T08:01:17.413831+00:00,ending,21,BC02359
2016-10-12T07:24:24.904737+00:00,2016-10-12T07:34:03.885897+00:00,ending,2,BV01575
2016-10-12T07:54:58.471499+00:00,2016-10-12T08:17:24.373927+00:00,ending,5,983
2016-10-12T08:28:11.997635+00:00,2016-10-12T08:54:55.373202+00:00,starting,8,V0332
2016-10-12T08:42:10.685089+00:00,2016-10-12T08:57:40.629757+00:00,starting,5,BV01575
2016-10-12T09:11:51.907287+00:00,2016-10-12T09:53:09.761484+00:00,ending,7,V0150
2016-10-12T09:27:11.045896+00:00,2016-10-12T09:56:17.606552+00:00,starting,5,983
2016-10-12T09:27:48.075196+00:00,2016-10-12T10:09:08.642970+00:00,ending,9,BV01445
2016-10-12T10:14:44.388916+00:00,2016-10-12T10:26:25.491950+00:00,starting,3,BV01445
2016-10-12T10:26:32.319050+00:00,2016-10-12T10:58:23.504535+00:00,ending,7,V0801
2016-10-12T10:38:19.054588+00:00,2016-10-12T10:59:07.570807+00:00,ending,4,983
2016-10-12T10:44:14.852882+00:00,2016-10-12T11:17:48.304020+00:00,ending,7,BV01852
2016-10-12T10:44:18.549704+00:00,2016-10-12T11:16:57.746508+00:00,starting,9,BC02359
2016-10-12T11:34:25.812718+00:00,2016-10-12T11:43:54.619215+00:00,starting,1,983
2016-10-12T11:37:36.088107+00:00,2016-10-12T11:49:00+00:00,starting,2,BV01852
2016-10-12T11:43:58.026959+00:00,2016-10-12T12:21:04.113085+00:00,ending,10,BV01611
2016-10-12T12:17:20.287747+00:00,2016-10-12T14:48:40.806329+00:00,ending,26,V0801
2016-10-12T12:17:20.287747+00:00,2016-10-12T14:48:40.806329+00:00,starting,26,V0801
2016-10-12T12:22:43.772528+00:00,2016-10-12T12:39:17.822984+00:00,ending,11,C1792
2016-10-12T12:34:41.233871+00:00,2016-10-12T13:06:56.949204+00:00,starting,11,V0150
2016-10-12T12:45:11.650316+00:00,2016-10-12T13:09:45.050371+00:00,starting,7,BV01611
2016-10-12T13:12:28.209575+00:00,2016-10-12T13:20:13.869009+00:00,starting,1,C1792
2016-10-12T13:26:29.791950+00:00,2016-10-12T14:11:03.057531+00:00,starting,15,BC02134
2016-10-12T13:37:10.096193+00:00,2016-10-12T13:49:27.755330+00:00,ending,2,BV01852
2016-10-12T13:55:54.775134+00:00,2016-10-12T14:55:26.149234+00:00,ending,14,BV01852
2016-10-12T13:55:54.775134+00:00,2016-10-12T14:55:26.149234+00:00,starting,14,BV01852
2016-10-12T13:59:10.678558+00:00,2016-10-12T14:34:37.506901+00:00,ending,7,BV01578
2016-10-12T14:13:59.876955+00:00,2016-10-12T14:29:28.797023+00:00,ending,2,V1061
2016-10-12T14:22:55.844734+00:00,2016-10-12T14:45:39.977780+00:00,ending,5,BV01846
2016-10-12T14:31:23.352022+00:00,2016-10-12T15:19:24.717967+00:00,starting,14,V1061
2016-10-12T14:53:34.132653+00:00,2016-10-12T16:36:18.238404+00:00,ending,9,273
2016-10-12T14:59:10.749190+00:00,2016-10-12T15:13:49.260769+00:00,ending,5,V0735
2016-10-12T15:25:56.791493+00:00,2016-10-12T15:57:00.098169+00:00,starting,6,BV01846
2016-10-12T16:21:50.417597+00:00,2016-10-12T16:53:35.263533+00:00,starting,6,BV01578
2016-10-12T16:24:11.776469+00:00,2016-10-12T17:00:49.336561+00:00,starting,9,BV01852
2016-10-12T16:32:22.434785+00:00,2016-10-12T16:43:20.231016+00:00,starting,2,V0735
2016-10-12T16:53:35.060609+00:00,2016-10-12T17:04:37.488529+00:00,starting,2,V0801
2016-10-12T17:23:04.375760+00:00,2016-10-12T17:48:04.097588+00:00,starting,5,273
2016-10-12T17:28:31.656182+00:00,2016-10-12T17:59:34.713672+00:00,starting,8,UV05712
2016-10-12T17:51:45.387311+00:00,2016-10-12T18:22:57.528976+00:00,ending,10,V0133
2016-10-12T17:58:43.805962+00:00,2016-10-12T18:17:57.788240+00:00,ending,5,BV05015
2016-10-12T18:16:19.519409+00:00,2016-10-12T18:34:32.554348+00:00,ending,7,V0340
2016-10-12T18:53:23.203221+00:00,2016-10-12T19:13:10.048767+00:00,starting,5,BV05015
2016-10-12T19:25:41.662096+00:00,2016-10-12T19:42:14.134258+00:00,ending,6,582
2016-10-12T19:48:21.483353+00:00,2016-10-12T20:16:31.360894+00:00,ending,9,BV01853
2016-10-12T20:03:43.727215+00:00,2016-10-12T20:27:08.643995+00:00,ending,7,BV02734
2016-10-12T20:08:25.458276+00:00,2016-10-12T20:11:25.698933+00:00,ending,0,582
2016-10-12T20:08:25.458276+00:00,2016-10-12T20:11:25.698933+00:00,starting,0,582
2016-10-12T20:12:37.777088+00:00,2016-10-12T20:40:03.856136+00:00,starting,6,582
2016-10-12T20:15:57.196834+00:00,2016-10-12T20:44:25.789080+00:00,starting,12,V0133
2016-10-12T20:23:18.986769+00:00,2016-10-12T20:43:45.329292+00:00,starting,5,V0340
2016-10-12T20:52:39.023277+00:00,2016-10-12T21:21:26.785681+00:00,ending,14,BV02292
2016-10-12T21:08:31.098641+00:00,2016-10-12T22:04:31.063965+00:00,ending,17,V0833
2016-10-12T22:45:32.005301+00:00,2016-10-12T22:55:33.314050+00:00,ending,2,982
2016-10-13T04:24:09.205364+00:00,2016-10-13T04:57:53.434711+00:00,starting,17,BV02292
2016-10-13T05:18:22.746060+00:00,2016-10-13T05:45:38.812395+00:00,starting,7,BV02734
2016-10-13T05:54:59.503467+00:00,2016-10-13T06:18:54.021110+00:00,starting,6,V0833
2016-10-13T06:06:55.164856+00:00,2016-10-13T06:48:38.189365+00:00,ending,8,C1801
2016-10-13T06:09:57.978878+00:00,2016-10-13T06:39:38.188803+00:00,ending,6,163
2016-10-13T06:32:11.860894+00:00,2016-10-13T07:01:11.601703+00:00,starting,7,BV01853
2016-10-13T06:37:37.821499+00:00,2016-10-13T07:03:57.235289+00:00,starting,5,982
2016-10-13T06:57:16.108720+00:00,2016-10-13T11:58:04.549617+00:00,ending,71,163
2016-10-13T06:57:16.108720+00:00,2016-10-13T11:58:04.549617+00:00,starting,71,163
2016-10-13T06:58:59.314589+00:00,2016-10-13T07:29:52.196511+00:00,ending,6,1461
2016-10-13T07:00:24.406024+00:00,2016-10-13T07:38:50.859590+00:00,ending,13,V1088
2016-10-13T07:01:25.469937+00:00,2016-10-13T07:08:26.980623+00:00,ending,2,BV01609
2016-10-13T07:02:26.569090+00:00,2016-10-13T07:49:09.295399+00:00,ending,17,776
2016-10-13T07:32:37.872977+00:00,2016-10-13T07:45:42.508772+00:00,starting,3,BV01609
2016-10-13T08:12:30.473868+00:00,2016-10-13T08:50:02.882500+00:00,ending,18,BV01550
2016-10-13T08:45:47.622721+00:00,2016-10-13T09:02:55.595595+00:00,starting,4,V1088
2016-10-13T09:12:20.032158+00:00,2016-10-13T09:39:06.469358+00:00,starting,6,BV01550
2016-10-13T09:35:14.296731+00:00,2016-10-13T10:12:57.987886+00:00,starting,8,1461
2016-10-13T10:28:00.942728+00:00,2016-10-13T11:04:33.606562+00:00,starting,13,776
2016-10-13T11:14:13.733804+00:00,2016-10-13T11:57:00.617264+00:00,ending,20,BV01558
2016-10-13T11:37:54.210143+00:00,2016-10-13T11:58:34.803018+00:00,starting,7,C1801
2016-10-13T13:20:34.140065+00:00,2016-10-13T13:50:34.001620+00:00,starting,4,163
2016-10-13T13:35:07.268744+00:00,2016-10-13T14:23:00.896667+00:00,ending,8,BV05332
2016-10-13T13:40:54.957513+00:00,2016-10-13T13:59:45.549895+00:00,ending,4,1350
2016-10-13T14:20:48.704488+00:00,2016-10-13T14:34:26.135314+00:00,starting,3,V1330
2016-10-13T14:23:46.035248+00:00,2016-10-13T14:57:23.469233+00:00,starting,3,1350
2016-10-13T14:26:37.515220+00:00,2016-10-13T14:54:10.895373+00:00,ending,5,641
2016-10-13T14:41:41.412171+00:00,2016-10-13T15:58:10.868705+00:00,ending,19,BC02186
2016-10-13T15:00:17.373862+00:00,2016-10-13T15:25:53.817426+00:00,ending,6,BV01801
2016-10-13T15:28:30.569818+00:00,2016-10-13T16:01:03.600335+00:00,ending,5,BV01382
2016-10-13T16:18:01.029345+00:00,2016-10-13T16:45:14.574874+00:00,starting,6,BV01382
2016-10-13T16:35:41.526964+00:00,2016-10-13T17:06:52.812286+00:00,ending,9,1472
2016-10-13T16:44:24.238325+00:00,2016-10-13T17:03:03.062390+00:00,starting,5,BC02186
2016-10-13T16:49:17.660308+00:00,2016-10-13T17:31:29.951510+00:00,ending,6,BV05202
2016-10-13T16:51:53.606910+00:00,2016-10-13T16:59:56.406733+00:00,starting,2,BV01801
2016-10-13T16:54:50.476886+00:00,2016-10-13T17:08:06.659867+00:00,starting,3,641
2016-10-13T17:49:17.115969+00:00,2016-10-13T18:35:30.861861+00:00,ending,8,664
2016-10-13T18:08:23.328352+00:00,2016-10-13T19:10:13.042145+00:00,ending,9,BV06028
2016-10-13T18:09:33.551131+00:00,2016-10-13T18:57:45.788549+00:00,starting,16,BV05332
2016-10-13T18:13:35.923521+00:00,2016-10-13T18:45:00+00:00,starting,8,BV05202
2016-10-13T18:23:25.165490+00:00,2016-10-13T19:02:03.364757+00:00,ending,9,BC02348
2016-10-13T18:30:30.428272+00:00,2016-10-13T19:20:20.285494+00:00,starting,10,1472
2016-10-13T18:57:30.200210+00:00,2016-10-13T19:10:57.226917+00:00,ending,2,312
2016-10-13T19:08:51.955688+00:00,2016-10-13T19:41:31.713364+00:00,starting,13,BC02348
2016-10-13T19:28:03.525182+00:00,2016-10-13T19:47:06.958079+00:00,ending,6,BC02107
2016-10-13T20:02:18.540612+00:00,2016-10-13T20:19:54.210584+00:00,starting,10,312
2016-10-13T20:09:06.720657+00:00,2016-10-13T20:38:00+00:00,starting,9,BC02107
2016-10-13T20:25:48.966783+00:00,2016-10-13T20:49:25.363447+00:00,starting,7,BV01558
2016-10-13T20:48:34.416032+00:00,2016-10-13T21:28:22.539497+00:00,starting,15,BV06028
2016-10-13T20:55:50.897390+00:00,2016-10-13T22:23:37.020212+00:00,starting,21,664
2016-10-13T21:25:07.306312+00:00,2016-10-13T21:50:29.308133+00:00,ending,8,BV01618
2016-10-13T22:08:14.871865+00:00,2016-10-13T22:20:45.385840+00:00,ending,4,BV01809
2016-10-13T22:22:52.638109+00:00,2016-10-13T22:31:17.238295+00:00,ending,1,BV02758
2016-10-13T22:57:54.687002+00:00,2016-10-13T23:19:40.549815+00:00,ending,9,BC02257
2016-10-14T04:16:15.988793+00:00,2016-10-14T04:31:10.396144+00:00,ending,9,BV05509
2016-10-14T05:02:01.779935+00:00,2016-10-14T05:26:47.340877+00:00,starting,7,BC02257
2016-10-14T05:07:18.752093+00:00,2016-10-14T05:28:01.334667+00:00,starting,6,BV01618
2016-10-14T05:07:58.201286+00:00,2016-10-14T05:42:15.451174+00:00,ending,15,BV05460
2016-10-14T05:35:56.902433+00:00,2016-10-14T06:16:54.684610+00:00,ending,8,BV05509
2016-10-14T05:35:56.902433+00:00,2016-10-14T06:16:54.684610+00:00,starting,8,BV05509
2016-10-14T05:36:18.062278+00:00,2016-10-14T05:51:23.180901+00:00,starting,4,BV02758
2016-10-14T05:57:47.744383+00:00,2016-10-14T06:10:03.638696+00:00,starting,3,BV01809
